ID	logFC	Gene.symbol	Gene.title
204052_s_at	0.07999215	SFRP4	secreted frizzled related protein 4
215424_s_at	0.0861143	SNW1	SNW domain containing 1
215116_s_at	-0.08439281	DNM1	dynamin 1
216317_x_at	0.11331987	RHD///RHCE	Rh blood group D antigen///Rh blood group CcEe antigens
214390_s_at	0.08626685	BCAT1	branched chain amino acid transaminase 1
200892_s_at	-0.0673061	TRA2B	transformer 2 beta homolog (Drosophila)
216892_at	0.08166691	IGHG1	immunoglobulin heavy constant gamma 1 (G1m marker)
210304_at	-0.09866717	PDE6B	phosphodiesterase 6B
204532_x_at	0.06460904	UGT1A1///UGT1A4///UGT1A9///UGT1A6///UGT1A8///UGT1A10	UDP glucuronosyltransferase family 1 member A1///UDP glucuronosyltransferase family 1 member A4///UDP glucuronosyltransferase family 1 member A9///UDP glucuronosyltransferase family 1 member A6///UDP glucuronosyltransferase family 1 member A8///UDP glucuronosyltransferase family 1 member A10
201868_s_at	0.06673828	TBL1X	transducin (beta)-like 1X-linked
220611_at	0.07139296	DAB1	DAB1, reelin adaptor protein
205973_at	0.08860485	FEZ1	fasciculation and elongation protein zeta 1
215741_x_at	0.06074004	AKAP8L	A-kinase anchoring protein 8 like
217725_x_at	-0.1005392	SERBP1	SERPINE1 mRNA binding protein 1
201393_s_at	-0.09736795	IGF2R	insulin like growth factor 2 receptor
203390_s_at	-0.10045317	KIF3C	kinesin family member 3C
202656_s_at	0.06720557	SERTAD2	SERTA domain containing 2
203567_s_at	-0.09634131	TRIM38	tripartite motif containing 38
205707_at	-0.06530711	IL17RA	interleukin 17 receptor A
218387_s_at	0.1009221	PGLS	6-phosphogluconolactonase
220539_at	0.12157056	CFAP46	cilia and flagella associated protein 46
216029_at	0.06698773		
211975_at	0.08924554	ARFGAP2	ADP ribosylation factor GTPase activating protein 2
91617_at	-0.07572096	MIR1306///DGCR8	microRNA 1306///DGCR8 microprocessor complex subunit
206216_at	-0.08274111	SRPK3	SRSF protein kinase 3
203864_s_at	0.0690756	ACTN2	actinin alpha 2
207061_at	0.09531323	ERN1	endoplasmic reticulum to nucleus signaling 1
203652_at	0.07643634	MAP3K11	mitogen-activated protein kinase kinase kinase 11
205413_at	0.08369216	MPPED2	metallophosphoesterase domain containing 2
215225_s_at	0.06664816	GPR17	G protein-coupled receptor 17
210172_at	0.06109773	SF1	splicing factor 1
208736_at	-0.08310624	ARPC3	actin related protein 2/3 complex subunit 3
203276_at	-0.0690576	LMNB1	lamin B1
217756_x_at	-0.14725621	MIR1282///HYPK///SERF2	microRNA 1282///huntingtin interacting protein K///small EDRK-rich factor 2
206447_at	0.096046	CELA2A///CELA2B	chymotrypsin like elastase family member 2A///chymotrypsin like elastase family member 2B
214221_at	-0.0663708	ALMS1	ALMS1, centrosome and basal body associated protein
215859_at	-0.09222158	NCLN	nicalin
200076_s_at	0.07500025	KXD1	KxDL motif containing 1
205790_at	0.07130244	SKAP1	src kinase associated phosphoprotein 1
207746_at	0.07496386	POLQ	DNA polymerase theta
213472_at	0.11605077	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1 (H)
215928_at	0.07972073		
221705_s_at	-0.11486407	SIKE1	suppressor of IKBKE 1
213772_s_at	-0.11990492	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2
214154_s_at	0.09225013	PKP2	plakophilin 2
212641_at	0.1365935	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2
202041_s_at	0.07240149	FIBP	FGF1 intracellular binding protein
221719_s_at	0.08088693	LZTS1	leucine zipper tumor suppressor 1
218959_at	-0.05390878	HOXC10	homeobox C10
219311_at	-0.08322266	CEP76	centrosomal protein 76
209619_at	-0.08516301	CD74	CD74 molecule
205605_at	0.0845549	HOXD9	homeobox D9
203751_x_at	0.11930136	JUND	JunD proto-oncogene, AP-1 transcription factor subunit
217168_s_at	0.07994482	HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1
208020_s_at	-0.12040806	CACNA1C	calcium voltage-gated channel subunit alpha1 C
201534_s_at	0.12988001	UBL3	ubiquitin like 3
212755_at	-0.10906332	MON2	MON2 homolog, regulator of endosome-to-Golgi trafficking
200967_at	-0.07034646	PPIB	peptidylprolyl isomerase B
37943_at	0.07793563	ZFYVE26	zinc finger FYVE-type containing 26
217533_x_at	0.06706828	PWWP2A	PWWP domain containing 2A
207640_x_at	0.07355142	NTN3	netrin 3
213708_s_at	-0.08073881	MLX	MLX, MAX dimerization protein
218670_at	-0.0894006	PUS1	pseudouridylate synthase 1
206482_at	-0.07737168	PTK6	protein tyrosine kinase 6
200883_at	0.22055572	UQCRC2	ubiquinol-cytochrome c reductase core protein II
210955_at	0.07506481	CASP10	caspase 10
216230_x_at	0.07779428	SMPD1	sphingomyelin phosphodiesterase 1
206692_at	0.09326299	KCNJ10	potassium voltage-gated channel subfamily J member 10
217325_at	0.09079976	KRT3	keratin 3
206138_s_at	0.08864956	PI4KB	phosphatidylinositol 4-kinase beta
205015_s_at	0.06384025	TGFA	transforming growth factor alpha
206556_at	0.07850671	CLUL1	clusterin like 1
220669_at	0.10483784	OTUD4	OTU deubiquitinase 4
221021_s_at	0.07573538	CTNNBL1	catenin beta like 1
202134_s_at	-0.06001116	WWTR1	WW domain containing transcription regulator 1
215605_at	0.06250082	NCOA2	nuclear receptor coactivator 2
220575_at	0.08623541	FAM106A	family with sequence similarity 106 member A
221172_at	-0.08532998	C7orf69	chromosome 7 open reading frame 69
221376_at	0.08962201	FGF17	fibroblast growth factor 17
213377_x_at	0.06074127	RPS12	ribosomal protein S12
201342_at	-0.09197217	SNRPC	small nuclear ribonucleoprotein polypeptide C
216983_s_at	-0.09011192	ZNF224	zinc finger protein 224
202495_at	0.08794803	TBCC	tubulin folding cofactor C
201780_s_at	-0.09054886	RNF13	ring finger protein 13
213973_at	-0.08002382	RRBP1	ribosome binding protein 1
203629_s_at	0.08417766	COG5	component of oligomeric golgi complex 5
205430_at	0.0794863	BMP5	bone morphogenetic protein 5
211451_s_at	0.09013376	KCNJ4	potassium voltage-gated channel subfamily J member 4
211411_at	-0.066309		
215223_s_at	0.1799989	LOC100129518///SOD2	uncharacterized LOC100129518///superoxide dismutase 2, mitochondrial
218054_s_at	0.11809845	KXD1	KxDL motif containing 1
202013_s_at	0.10359467	EXT2	exostosin glycosyltransferase 2
208345_s_at	-0.09110162	POU3F1	POU class 3 homeobox 1
202191_s_at	0.0874335	GAS7	growth arrest specific 7
201194_at	0.14020807	SEPW1	selenoprotein W, 1
204045_at	-0.05561489	TCEAL1	transcription elongation factor A like 1
202466_at	0.06007259	PAPD7	poly(A) RNA polymerase D7, non-canonical
213785_at	-0.09829306	IPO9	importin 9
220286_at	0.07417202	MTMR10	myotubularin related protein 10
208248_x_at	0.08093742	APLP2	amyloid beta precursor like protein 2
210616_s_at	0.08031191	SEC31A	SEC31 homolog A, COPII coat complex component
209697_at	0.07354778	PPP3CC	protein phosphatase 3 catalytic subunit gamma
207235_s_at	0.10154601	GRM5	glutamate metabotropic receptor 5
215243_s_at	0.0724195	GJB3	gap junction protein beta 3
209472_at	0.07994874	KYAT3	kynurenine aminotransferase 3
217626_at	0.07100528	AKR1C1	aldo-keto reductase family 1 member C1
215777_at	0.07578867		
222021_x_at	0.07335	SDHAP2///SDHAP1	succinate dehydrogenase complex flavoprotein subunit A pseudogene 2///succinate dehydrogenase complex flavoprotein subunit A pseudogene 1
212306_at	0.06350819	CLASP2	cytoplasmic linker associated protein 2
217766_s_at	0.08086369	TMEM50A	transmembrane protein 50A
204828_at	0.10523841	RAD9A	RAD9 checkpoint clamp component A
203418_at	-0.11574145	CCNA2	cyclin A2
217345_at	0.09487867	SMNP	survival of motor neuron 1, telomeric pseudogene
219900_s_at	-0.0690044	ZNF446	zinc finger protein 446
222307_at	0.08116854	PDCD4-AS1	PDCD4 antisense RNA 1
206327_s_at	0.07901214	CDH15	cadherin 15
202543_s_at	-0.06579144	GMFB	glia maturation factor beta
214604_at	0.07709574	HOXD11	homeobox D11
204651_at	0.06670634	NRF1	nuclear respiratory factor 1
201210_at	0.07603171	DDX3X	DEAD-box helicase 3, X-linked
211877_s_at	0.07997218	PCDHGA11///PCDHGC3	protocadherin gamma subfamily A, 11///protocadherin gamma subfamily C, 3
214526_x_at	0.06461887	PMS2P1	PMS1 homolog 2, mismatch repair system component pseudogene 1
38691_s_at	-0.07721737	SFTPC	surfactant protein C
219718_at	0.06425174	FGGY	FGGY carbohydrate kinase domain containing
202670_at	0.13316202	MAP2K1	mitogen-activated protein kinase kinase 1
220688_s_at	-0.07428536	MRTO4	MRT4 homolog, ribosome maturation factor
206619_at	0.0627787	DKK4	dickkopf WNT signaling pathway inhibitor 4
217884_at	0.05360919	NAT10	N-acetyltransferase 10
206018_at	0.07150587	FOXG1	forkhead box G1
222015_at	-0.08300841	CSNK1E	casein kinase 1 epsilon
201187_s_at	-0.05774563	ITPR3	inositol 1,4,5-trisphosphate receptor type 3
213312_at	0.11617402	SMIM8	small integral membrane protein 8
217811_at	0.09281113	SELT	selenoprotein T
207406_at	-0.12981857	CYP7A1	cytochrome P450 family 7 subfamily A member 1
208721_s_at	0.05852146	ANAPC5	anaphase promoting complex subunit 5
201562_s_at	0.06161	SORD	sorbitol dehydrogenase
222034_at	-0.09797137	SNORD96A///SNORD95///RACK1	small nucleolar RNA, C/D box 96A///small nucleolar RNA, C/D box 95///receptor for activated C kinase 1
201813_s_at	0.07223449	TBC1D5	TBC1 domain family member 5
202938_x_at	-0.09761024	RRP7BP///RRP7A	ribosomal RNA processing 7 homolog B, pseudogene///ribosomal RNA processing 7 homolog A
202051_s_at	-0.05515474	ZMYM4	zinc finger MYM-type containing 4
217541_x_at	-0.09202878	ZNF816-ZNF321P///ZNF816	ZNF816-ZNF321P readthrough///zinc finger protein 816
206762_at	0.07184034	KCNA5	potassium voltage-gated channel subfamily A member 5
208890_s_at	-0.08445732	PLXNB2	plexin B2
204188_s_at	0.06766064	RARG	retinoic acid receptor gamma
218760_at	0.09379025	COQ6	coenzyme Q6, monooxygenase
216497_at	0.07481849		
203319_s_at	0.05741993	ZNF148	zinc finger protein 148
218599_at	0.08415599	REC8	REC8 meiotic recombination protein
216286_at	0.08010864		
213889_at	-0.09307192	PIGL	phosphatidylinositol glycan anchor biosynthesis class L
210934_at	-0.08531274	BLK	BLK proto-oncogene, Src family tyrosine kinase
210687_at	0.08261837	CPT1A	carnitine palmitoyltransferase 1A
215961_at	0.07052658	F12	coagulation factor XII
212795_at	-0.08963475	KIAA1033	KIAA1033
211722_s_at	-0.07748879	HDAC6	histone deacetylase 6
222370_x_at	-0.0741437		
218579_s_at	-0.08948291	DHX35	DEAH-box helicase 35
219733_s_at	-0.08877596	SLC27A5	solute carrier family 27 member 5
201095_at	-0.08266902	DAP	death associated protein
218138_at	0.08340938	MKKS	McKusick-Kaufman syndrome
215394_at	0.07267624	PIK3C3	phosphatidylinositol 3-kinase catalytic subunit type 3
200077_s_at	0.07007868	OAZ1	ornithine decarboxylase antizyme 1
210058_at	-0.06222658	MAPK13	mitogen-activated protein kinase 13
203541_s_at	-0.07380559	KLF9	Kruppel like factor 9
216249_at	0.08294294	PVT1	Pvt1 oncogene (non-protein coding)
200755_s_at	-0.08273474	CALU	calumenin
210256_s_at	0.06279964	PIP5K1A	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha
222362_at	-0.10427185	AGFG2	ArfGAP with FG repeats 2
205130_at	0.06382777	MOK	MOK protein kinase
208440_at	0.05975804	LINC01565	long intergenic non-protein coding RNA 1565
218582_at	0.060663	Mar-05	membrane associated ring-CH-type finger 5
216896_at	0.13399913	COL4A3	collagen type IV alpha 3 chain
221156_x_at	-0.09114589	CCPG1	cell cycle progression 1
217475_s_at	0.07578824	LIMK2	LIM domain kinase 2
205971_s_at	-0.11320726	CTRB2///CTRB1	chymotrypsinogen B2///chymotrypsinogen B1
209470_s_at	-0.08766193	GPM6A	glycoprotein M6A
216003_at	-0.09153075	CDRT1	CMT1A duplicated region transcript 1
207835_at	0.06358072	FBLN1	fibulin 1
201834_at	-0.07215902	PRKAB1	protein kinase AMP-activated non-catalytic subunit beta 1
203404_at	0.08039511	ARMCX2	armadillo repeat containing, X-linked 2
211942_x_at	0.12933283	RPL13AP5///RPL13AP6///SNORD32A///SNORD33///SNORD34///SNORD35A///RPL13A	ribosomal protein L13a pseudogene 5///ribosomal protein L13a pseudogene 6///small nucleolar RNA, C/D box 32A///small nucleolar RNA, C/D box 33///small nucleolar RNA, C/D box 34///small nucleolar RNA, C/D box 35A///ribosomal protein L13a
214978_s_at	0.06528816	PPFIA4	PTPRF interacting protein alpha 4
217660_at	0.07047938	MYH14	myosin, heavy chain 14, non-muscle
217824_at	0.09187738	UBE2J1	ubiquitin conjugating enzyme E2 J1
217282_at	0.08670175	MAN1A2	mannosidase alpha class 1A member 2
204369_at	-0.122342	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha
221581_s_at	0.06111371	LAT2	linker for activation of T-cells family member 2
207613_s_at	-0.11874023	CAMK2A	calcium/calmodulin dependent protein kinase II alpha
200933_x_at	-0.0557951	RPS4X	ribosomal protein S4, X-linked
222186_at	0.06374348		
200988_s_at	0.06117751	PSME3	proteasome activator subunit 3
215030_at	0.07907114	GRSF1	G-rich RNA sequence binding factor 1
219664_s_at	-0.08973973	DECR2	2,4-dienoyl-CoA reductase 2, peroxisomal
217879_at	-0.05832143	CDC27	cell division cycle 27
216823_at	-0.11141534	SNORD73A///RPS3A	small nucleolar RNA, C/D box 73A///ribosomal protein S3A
209450_at	-0.0734885	OSGEP	O-sialoglycoprotein endopeptidase
206944_at	0.06106598	HTR6	5-hydroxytryptamine receptor 6
219383_at	-0.10614391	PRR5L	proline rich 5 like
200702_s_at	0.06508153	DDX24	DEAD-box helicase 24
217940_s_at	0.06395894	NAXD	NAD(P)HX dehydratase
214878_at	0.13179018	LOC101929740///ZNF37A	zinc finger protein 761-like///zinc finger protein 37A
200614_at	-0.05939683	CLTC	clathrin heavy chain
204637_at	-0.09264864	CGA	glycoprotein hormones, alpha polypeptide
203550_s_at	0.05673272	FAM189B	family with sequence similarity 189 member B
202563_at	-0.08777205	C14orf1	chromosome 14 open reading frame 1
215666_at	0.08197342	HLA-DRB4	major histocompatibility complex, class II, DR beta 4
209307_at	0.07452046	SWAP70	SWAP switching B-cell complex 70kDa subunit
202791_s_at	0.08398912	PPP6R2	protein phosphatase 6 regulatory subunit 2
209627_s_at	0.07250807	OSBPL3	oxysterol binding protein like 3
214874_at	-0.10371989	PKP4	plakophilin 4
203732_at	0.07088457	TRIP4	thyroid hormone receptor interactor 4
213647_at	-0.12441384	DNA2	DNA replication helicase/nuclease 2
221420_at	-0.11418458		
203510_at	0.07367915	MET	MET proto-oncogene, receptor tyrosine kinase
212894_at	0.08003488	SUPV3L1	Suv3 like RNA helicase
215070_x_at	0.09148949	RABGAP1	RAB GTPase activating protein 1
36475_at	-0.08125325	GCAT	glycine C-acetyltransferase
219553_at	-0.07673641	NME7	NME/NM23 family member 7
218898_at	-0.07208137	FAM57A	family with sequence similarity 57 member A
222271_at	0.08116139		
221309_at	0.0980814	RBM17	RNA binding motif protein 17
216490_x_at	0.08724297		
212871_at	-0.0925794	MAPKAPK5	mitogen-activated protein kinase-activated protein kinase 5
210306_at	0.10499242	L3MBTL1	l(3)mbt-like 1 (Drosophila)
222189_at	0.12108527	AMBRA1	autophagy and beclin 1 regulator 1
212630_at	-0.10657006	EXOC3	exocyst complex component 3
202389_s_at	-0.08525733	HTT	huntingtin
41386_i_at	0.09514	KDM6B	lysine demethylase 6B
221688_s_at	-0.08018341	IMP3	IMP3, U3 small nucleolar ribonucleoprotein
206575_at	0.0889868	CDKL5	cyclin dependent kinase like 5
220259_at	0.0719995	PLEKHH3	pleckstrin homology, MyTH4 and FERM domain containing H3
217600_at	0.064014	SCUBE3	signal peptide, CUB domain and EGF like domain containing 3
207022_s_at	0.07122133	LDHC	lactate dehydrogenase C
213368_x_at	-0.06722157	PPFIA3	PTPRF interacting protein alpha 3
203137_at	-0.08204225	WTAP	Wilms tumor 1 associated protein
207137_at	-0.09642119	TONSL	tonsoku-like, DNA repair protein
202804_at	-0.06796006	ABCC1	ATP binding cassette subfamily C member 1
220789_s_at	0.07834036	SNORA5B///TBRG4	small nucleolar RNA, H/ACA box 5B///transforming growth factor beta regulator 4
215775_at	0.06328188	THBS1	thrombospondin 1
204427_s_at	-0.08490026	TMED2	transmembrane p24 trafficking protein 2
214883_at	0.07532226	THRA	thyroid hormone receptor, alpha
211543_s_at	0.09285724	GRK6	G protein-coupled receptor kinase 6
212987_at	0.07452842	FBXO9	F-box protein 9
208370_s_at	0.08423714	RCAN1	regulator of calcineurin 1
206940_s_at	0.08787085	POU4F1	POU class 4 homeobox 1
221801_x_at	-0.07936401	NEFL	neurofilament, light polypeptide
221382_at	0.09601027		
216556_x_at	-0.06997052		
217077_s_at	-0.08769794	GABBR2	gamma-aminobutyric acid type B receptor subunit 2
201022_s_at	-0.06645329	DSTN	destrin, actin depolymerizing factor
216201_at	0.07159531		
212075_s_at	-0.09361592	CSNK2A1	casein kinase 2 alpha 1
212635_at	-0.08600177	TNPO1	transportin 1
220687_at	-0.10079515	LOC101927550	uncharacterized LOC101927550
213632_at	0.07186052	DHODH	dihydroorotate dehydrogenase (quinone)
208851_s_at	-0.08186276	THY1	Thy-1 cell surface antigen
218260_at	0.07158784	DDA1	DET1 and DDB1 associated 1
207431_s_at	-0.06764994	DEGS1	delta 4-desaturase, sphingolipid 1
215139_at	0.07381971	ARHGEF10	Rho guanine nucleotide exchange factor 10
222349_x_at	0.06095365	RNF126P1	ring finger protein 126 pseudogene 1
209207_s_at	0.06404026	LOC102724364///LOC100996517///SEC22B	vesicle-trafficking protein SEC22b-like///vesicle-trafficking protein SEC22b///SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)
220151_at	0.07327044	C19orf73	chromosome 19 open reading frame 73
204562_at	0.08150926	IRF4	interferon regulatory factor 4
219267_at	0.09793963	GLTP	glycolipid transfer protein
215145_s_at	0.0534925	CNTNAP2	contactin associated protein-like 2
215725_at	-0.08921372	DGCR11	DiGeorge syndrome critical region gene 11 (non-protein coding)
216642_at	-0.05459994		
210128_s_at	0.06208276	LTB4R	leukotriene B4 receptor
201709_s_at	-0.04949322	NIPSNAP1	nipsnap homolog 1 (C. elegans)
214048_at	-0.11994988	MBD4	methyl-CpG binding domain 4, DNA glycosylase
214920_at	0.07374291	THSD7A	thrombospondin type 1 domain containing 7A
221544_s_at	-0.09306474	MED16	mediator complex subunit 16
215908_at	0.08287947		
219912_s_at	0.07283554	ENPP3	ectonucleotide pyrophosphatase/phosphodiesterase 3
212266_s_at	-0.06752351	SRSF5	serine and arginine rich splicing factor 5
207238_s_at	-0.09162552	PTPRC	protein tyrosine phosphatase, receptor type C
206759_at	0.07818503	FCER2	Fc fragment of IgE receptor II
221195_at	-0.11405327	RNFT1	ring finger protein, transmembrane 1
221753_at	0.06304111	SSH1	slingshot protein phosphatase 1
200713_s_at	-0.07969194	MAPRE1	microtubule associated protein RP/EB family member 1
204407_at	-0.07941332	TTF2	transcription termination factor 2
207569_at	-0.08103284	ROS1	ROS proto-oncogene 1, receptor tyrosine kinase
209984_at	0.08441212	KDM4C	lysine demethylase 4C
216009_at	0.08369975	SLC39A9	solute carrier family 39 member 9
208933_s_at	0.11375274	LGALS8	galectin 8
208606_s_at	0.13448247	WNT4	Wnt family member 4
